budget,revenue,vote_average,vote_count,genres,release_date,popularity,runtime,year
16000000.0,76514050.0,4.8,365,"['Horror', 'Thriller', 'Mystery']",2009-01-09,15.788784,104.0,2009
16000000.0,68263166.0,7.6,1662,"['Comedy', 'Drama', 'Romance']",2012-05-16,41.083914,94.0,2012
16000000.0,52313200.5,5.9,402,['Horror'],2006-10-06,21.380635,91.0,2006
18500000.0,6490401.0,6.4,30,['Drama'],2016-03-10,1.884558,120.0,2016
24000000.0,52313200.5,3.7,78,"['Comedy', 'Family']",2002-08-02,4.382761,80.0,2002
19000000.0,83258226.0,7.6,3041,"['Fantasy', 'Drama', 'War']",2006-05-27,90.809408,118.0,2006
24000000.0,52313200.5,4.8,44,"['Action', 'Comedy', 'Family']",2001-03-02,6.579017,94.0,2001
16000000.0,29381649.0,7.4,55,"['Crime', 'Drama', 'Romance']",2001-06-27,7.854989,130.0,2001
16000000.0,40492759.0,5.3,224,"['Thriller', 'Drama', 'Horror']",2011-02-04,11.807269,91.0,2011
17700000.0,30987695.0,5.5,242,"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']",2001-04-10,15.976335,91.0,2001
15000000.0,30102717.0,5.3,215,"['Thriller', 'Action', 'Crime', 'Drama']",1991-08-10,10.484642,110.0,1991
12000000.0,80573774.0,7.4,2199,"['Crime', 'Action', 'Comedy']",2007-02-14,38.623178,121.0,2007
16000000.0,50007546.0,4.6,96,"['Comedy', 'Drama', 'Romance']",2008-09-12,8.8321,114.0,2008
15000000.0,96408652.0,6.7,1020,"['Drama', 'Romance']",2008-08-15,32.758254,96.0,2008
25000000.0,52313200.5,6.4,76,"['Action', 'Adventure', 'Drama', 'Romance']",2007-12-17,6.091033,139.0,2007
16000000.0,20627372.0,5.4,103,"['Comedy', 'Drama', 'Romance']",2000-06-16,9.119797,94.0,2000
24000000.0,52313200.5,7.2,108,['Drama'],2002-10-11,9.423866,104.0,2002
16000000.0,31556061.0,5.3,837,"['Comedy', 'Horror']",2009-09-18,32.257414,100.0,2009
16000000.0,15427192.0,5.4,43,"['Comedy', 'Crime', 'Mystery']",2000-03-03,3.021835,96.0,2000
16000000.0,52313200.5,7.0,127,"['Comedy', 'Drama']",1987-01-30,7.612849,90.0,1987
20000000.0,52313200.5,6.9,948,"['Drama', 'Romance']",2010-03-12,36.764666,113.0,2010
24000000.0,52313200.5,5.7,42,"['Drama', 'Comedy', 'Romance']",2003-07-18,3.199784,99.0,2003
20000000.0,13854000.0,5.3,131,"['Comedy', 'Science Fiction']",1988-12-09,9.455596,108.0,1988
26000000.0,206678440.0,7.6,988,['Drama'],1993-12-22,44.301745,104.0,1993
16000000.0,18564088.0,6.8,378,"['Thriller', 'Science Fiction', 'Mystery']",1999-04-16,19.890428,100.0,1999
16000000.0,12.0,4.6,10,"['Comedy', 'Drama']",2004-09-03,0.830596,97.0,2004
24000000.0,52313200.5,5.1,36,"['Action', 'Science Fiction', 'Thriller']",1979-10-19,2.637355,107.0,1979
24000000.0,52313200.5,5.5,34,"['Comedy', 'Drama', 'Music']",2000-09-09,2.25453,112.0,2000
16000000.0,52313200.5,6.4,113,"['Comedy', 'Drama']",2002-05-03,8.711782,112.0,2002
6500000.0,4217115.0,6.7,100,"['Comedy', 'Music']",1999-08-13,5.700333,95.0,1999
16000000.0,5900000.0,6.8,624,"['Adventure', 'Action', 'Fantasy']",1986-03-07,29.253833,116.0,1986
16000000.0,2849142.0,6.7,90,['Drama'],2007-09-26,8.842869,113.0,2007
16000000.0,1686429.0,4.3,48,"['Science Fiction', 'Action', 'Adventure']",1997-08-15,2.848727,97.0,1997
16000000.0,5867686.0,6.2,250,"['Drama', 'Romance']",2013-07-03,13.832464,117.0,2013
24000000.0,52313200.5,6.9,21,"['Drama', 'History', 'Family', 'Romance']",2005-10-30,4.488547,135.0,2005
20000000.0,24261569.0,6.5,956,"['Thriller', 'Crime', 'Drama', 'Mystery']",2013-03-27,38.802415,101.0,2013
16000000.0,14822346.0,4.7,108,"['Romance', 'Comedy']",2004-05-28,9.400404,86.0,2004
11000000.0,53191886.0,6.8,615,['Comedy'],2008-01-09,18.923181,106.0,2008
24000000.0,52313200.5,6.3,29,['Drama'],2008-12-11,2.397987,104.0,2008
13000000.0,754249.0,7.2,387,"['Fantasy', 'Drama']",2009-05-05,20.39955,161.0,2009
16000000.0,52313200.5,4.8,91,"['Comedy', 'Romance', 'Horror']",2012-08-25,7.251897,93.0,2012
16000000.0,47801389.0,7.7,1717,"['Drama', 'Family']",2009-06-13,43.217089,93.0,2009
16000000.0,52313200.5,6.7,172,"['Crime', 'Drama', 'Thriller']",2013-12-04,14.529496,110.0,2013
16000000.0,3442853.0,6.4,258,"['Western', 'Drama']",2014-05-18,20.59148,122.0,2014
15600000.0,52313200.5,4.2,20,"['Comedy', 'Drama']",2002-06-21,2.244947,91.0,2002
24000000.0,52313200.5,5.7,16,"['War', 'Drama']",2002-05-20,1.326264,115.0,2002
24000000.0,52313200.5,5.3,3,"['Action', 'Adventure', 'Drama']",2001-01-23,0.212108,99.0,2001
15500000.0,1237615.0,5.5,16,"['Mystery', 'Crime', 'Drama', 'Thriller']",2005-09-12,6.630856,93.0,2005
15300000.0,52313200.5,6.2,283,"['Drama', 'Action', 'Comedy']",2001-10-31,18.20957,94.0,2001
15500000.0,52313200.5,6.3,317,"['Comedy', 'Horror', 'Science Fiction']",2006-03-31,17.327279,95.0,2006
15000000.0,316360478.0,6.8,961,"['Action', 'Comedy', 'Crime']",1984-11-29,29.843818,105.0,1984
18000000.0,476684675.0,7.1,2414,"['Comedy', 'Family']",1990-11-09,2.186927,103.0,1990
24000000.0,52313200.5,5.8,253,"['Family', 'Comedy', 'Drama']",1987-11-27,12.335827,102.0,1987
21000000.0,177200000.0,6.9,421,"['Comedy', 'Romance']",1982-12-16,20.818567,116.0,1982
15000000.0,356830601.0,6.7,1698,"['Action', 'Romance', 'War']",1986-05-16,58.900647,110.0,1986
17000000.0,213525736.0,7.2,927,"['Adventure', 'Drama', 'Action', 'Romance']",2000-10-01,45.742254,120.0,2000
15000000.0,356296601.0,7.9,3313,['Drama'],1999-09-15,80.878605,122.0,1999
15000000.0,414211549.0,7.6,2752,"['Drama', 'History']",2010-09-06,54.053576,118.0,2010
15000000.0,216614388.0,5.7,559,['Comedy'],1988-12-09,17.638286,107.0,1988
15000000.0,317000.0,6.4,52,"['Drama', 'Romance']",2008-12-17,3.803495,102.0,2008
15000000.0,146292009.0,7.7,338,['Drama'],1985-12-18,17.571533,154.0,1985
16000000.0,11301649.0,6.5,48,"['Action', 'Adventure', 'Drama', 'Thriller']",2009-06-06,4.628525,120.0,2009
24000000.0,52313200.5,6.0,102,['Comedy'],1980-10-06,12.18838,109.0,1980
15000000.0,67182787.0,7.2,67,"['Drama', 'Music']",1980-03-07,3.826685,125.0,1980
15000000.0,75700498.0,5.9,355,"['Comedy', 'Family']",2010-03-19,21.095489,92.0,2010
15000000.0,146497771.0,6.0,1401,['Horror'],2013-01-17,47.455148,100.0,2013
15000000.0,61399552.0,7.1,410,"['Comedy', 'Adventure', 'Romance']",1983-07-28,22.838834,98.0,1983
15000000.0,151831537.0,6.0,680,['Comedy'],2013-10-22,27.165222,92.0,2013
15000000.0,123384128.0,6.8,338,['Drama'],2006-09-15,19.113278,103.0,2006
15000000.0,73326666.0,7.1,1444,"['Fantasy', 'Comedy']",1988-02-29,58.553213,92.0,1988
15000000.0,55184721.0,6.1,33,"['Comedy', 'Drama']",2007-10-12,2.005111,113.0,2007
18000000.0,52313200.5,7.0,215,"['Drama', 'Romance']",1994-12-21,16.418639,115.0,1994
17000000.0,127730736.0,6.1,1206,"['Drama', 'Horror', 'Thriller']",2012-02-01,43.675191,95.0,2012
15000000.0,66966987.0,5.4,268,"['Horror', 'Thriller']",2006-02-03,4.688212,87.0,2006
15000000.0,52970014.0,5.6,197,"['Comedy', 'Family']",2002-02-08,9.125594,88.0,2002
15000000.0,64256513.0,6.7,270,"['Comedy', 'Drama']",1997-12-25,13.581966,97.0,1997
17000000.0,55534455.0,5.7,280,"['Family', 'Comedy']",2003-04-25,11.927667,94.0,2003
35000000.0,42930462.0,5.8,1138,"['Thriller', 'Drama']",2013-02-21,30.556135,112.0,2013
15000000.0,61548707.0,5.9,584,"['Horror', 'Comedy', 'Fantasy']",2015-11-26,31.565117,98.0,2015
15000000.0,40283321.0,6.2,492,"['Horror', 'Mystery', 'Science Fiction']",1998-12-25,21.535126,104.0,1998
24000000.0,52313200.5,6.9,72,"['Drama', 'Music']",1993-06-09,7.921311,118.0,1993
15000000.0,44862187.0,6.6,382,"['Action', 'Crime', 'Drama']",1997-08-15,19.284129,104.0,1997
16000000.0,66468332.0,5.5,431,['Comedy'],2001-12-07,23.423082,89.0,2001
7000000.0,48126384.0,7.2,1170,"['Crime', 'Drama', 'Thriller']",2012-09-20,49.517264,109.0,2012
15000000.0,35007180.0,5.8,156,"['Crime', 'Drama', 'Thriller']",2000-03-31,11.375032,106.0,2000
15000000.0,123726688.0,7.8,3311,[],2014-11-26,61.182331,123.0,2014
24000000.0,52313200.5,4.7,77,"['Comedy', 'Crime']",2003-04-10,7.314796,104.0,2003
15000000.0,33771174.0,6.9,155,"['Comedy', 'Drama', 'Romance']",2000-04-27,6.857923,120.0,2000
15000000.0,39421467.0,5.1,267,['Horror'],2009-08-28,12.929525,105.0,2009
15000000.0,52501541.0,7.0,951,['Drama'],2014-12-05,42.952942,115.0,2014
15000000.0,32721635.0,6.2,440,"['Crime', 'Thriller', 'Horror', 'Drama']",2009-03-13,19.760383,110.0,2009
15000000.0,47175038.0,6.2,230,"['Comedy', 'Romance']",2005-02-04,10.194097,88.0,2005
13000000.0,37664855.0,4.5,228,"['Horror', 'Thriller']",2002-07-01,11.045593,94.0,2002
16000000.0,30857814.0,7.6,1486,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",1987-09-18,44.533612,98.0,1987
15000000.0,30226144.0,6.9,151,['Drama'],2007-12-27,10.84158,126.0,2007
15000000.0,78054825.0,7.4,3725,"['Drama', 'Action', 'Thriller', 'Crime']",2011-08-06,49.294864,100.0,2011
15000000.0,29331068.0,5.1,221,['Comedy'],2004-02-17,7.424798,89.0,2004
15000000.0,46905889.0,5.6,72,"['Comedy', 'Drama', 'Romance']",1998-04-17,5.164281,111.0,1998
15000000.0,64238440.0,6.5,1197,"['Horror', 'Thriller', 'Science Fiction']",2007-04-26,34.759855,100.0,2007
15000000.0,30127963.0,6.3,130,[],2014-08-22,7.297757,115.0,2014
14000000.0,32645546.0,6.1,61,"['Comedy', 'Drama', 'Family']",2005-02-18,3.334804,106.0,2005
20000000.0,27728118.0,7.4,88,"['Action', 'Comedy', 'Drama', 'Romance']",2000-04-21,2.027393,104.0,2000
24000000.0,28084357.0,6.9,275,"['Action', 'Comedy', 'Thriller', 'Romance']",1997-04-11,13.817269,107.0,1997
15000000.0,40105542.0,4.7,295,['Comedy'],2009-09-04,13.237835,99.0,2009
24000000.0,52313200.5,4.3,212,"['Mystery', 'Thriller', 'Horror']",2000-10-27,3.890223,90.0,2000
15000000.0,24769466.0,6.3,380,"['Drama', 'Fantasy', 'Horror', 'Thriller']",1996-05-03,19.517239,101.0,1996
15000000.0,85306374.0,7.3,1105,"['Drama', 'Thriller', 'Crime', 'Romance']",2005-10-26,30.669913,124.0,2005
24000000.0,52313200.5,6.1,245,"['Comedy', 'Family']",2010-07-23,9.681147,103.0,2010
11500000.0,23237911.0,7.5,202,"['Drama', 'Romance']",1993-11-05,15.355589,134.0,1993
15000000.0,43101594.0,7.5,796,['Drama'],1997-09-11,19.85579,155.0,1997
24000000.0,52313200.5,5.5,119,"['Action', 'Adventure', 'Drama', 'Thriller']",1993-01-15,11.689337,94.0,1993
15000000.0,21000000.0,6.1,52,['Drama'],2006-10-20,3.043589,95.0,2006
15000000.0,52313200.5,5.2,351,"['Horror', 'Thriller']",2007-03-22,17.141376,89.0,2007
14000000.0,38574362.0,4.4,100,['Horror'],2000-09-19,8.885017,97.0,2000
24000000.0,52313200.5,6.4,128,"['Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']",2002-10-11,4.115398,90.0,2002
20000000.0,22165608.0,5.0,163,"['Action', 'Adventure', 'Drama', 'Thriller']",2006-10-13,7.679336,92.0,2006
15000000.0,20566327.0,6.0,421,"['Action', 'Comedy']",2016-04-21,18.268009,94.0,2016
15000000.0,20529194.0,5.9,80,"['Drama', 'Romance']",2010-12-22,7.809701,117.0,2010
15000000.0,17507368.0,5.5,104,"['Mystery', 'Horror', 'Science Fiction']",1998-07-24,9.378688,84.0,1998
15000000.0,35485608.0,6.8,1653,[],2013-03-20,35.395129,140.0,2013
15000000.0,32556119.0,6.0,639,"['Crime', 'Action', 'Thriller']",2014-08-27,45.317278,108.0,2014
15000000.0,52313200.5,5.3,42,"['Drama', 'Mystery', 'Thriller']",1999-09-04,4.302941,109.0,1999
15000000.0,42000000.0,7.2,1840,"['Drama', 'Thriller', 'War']",2008-10-10,47.006162,131.0,2008
15000000.0,17080167.0,5.9,173,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller']",1984-05-11,11.379652,114.0,1984
15000000.0,37930465.0,5.8,742,"['Crime', 'Thriller']",2012-09-20,24.612603,97.0,2012
15000000.0,31554855.0,6.5,541,['Thriller'],2014-07-25,26.708193,104.0,2014
24000000.0,52313200.5,4.6,115,['Comedy'],2001-04-18,8.710294,87.0,2001
24000000.0,52313200.5,5.9,25,"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']",2008-01-11,1.800119,85.0,2008
15000000.0,22730842.0,6.7,10,"['Music', 'Documentary']",2007-05-19,0.335195,85.0,2007
25000000.0,15843608.0,4.4,104,"['Action', 'Fantasy', 'Science Fiction']",2000-09-01,11.782725,87.0,2000
24000000.0,52313200.5,5.1,17,"['Crime', 'Drama', 'Music']",2006-08-25,2.711955,121.0,2006
15000000.0,59389433.0,7.0,978,"['Drama', 'Romance']",2011-03-02,16.629173,107.0,2011
15000000.0,16633035.0,6.7,357,['Drama'],2009-09-13,20.05902,111.0,2009
15000000.0,12000000.0,5.9,97,"['Crime', 'Thriller']",2001-09-07,8.113634,92.0,2001
24000000.0,52313200.5,6.4,126,"['Action', 'Comedy', 'Thriller', 'Crime']",2003-04-25,9.87419,97.0,2003
24000000.0,52313200.5,5.3,31,"['Fantasy', 'Comedy']",1999-08-27,2.857936,97.0,1999
20000000.0,52313200.5,6.3,32,"['Drama', 'Music']",2004-07-02,3.138118,104.0,2004
15000000.0,52313200.5,6.2,64,"['Comedy', 'Drama', 'Romance']",1989-03-10,6.684096,104.0,1989
24000000.0,52313200.5,2.9,8,['Family'],1998-01-01,0.722911,76.0,1998
15000000.0,15608545.0,5.2,358,['Action'],2012-11-02,17.672021,104.0,2012
15000000.0,10443316.0,4.8,32,"['Drama', 'Comedy', 'Romance']",1998-11-25,3.033471,93.0,1998
24000000.0,52313200.5,5.4,48,['Romance'],2000-03-23,3.313257,96.0,2000
15000000.0,52313200.5,7.5,861,"['Comedy', 'Science Fiction']",1985-02-20,41.089863,132.0,1985
15000000.0,14867514.0,6.0,211,"['Music', 'Drama', 'Romance']",2004-08-10,10.9071,103.0,2004
15000000.0,46189568.0,7.8,2926,"['Comedy', 'Crime']",1998-03-06,49.230089,117.0,1998
15000000.0,10903846.0,6.6,243,['Drama'],2006-12-08,11.429607,116.0,2006
15000000.0,9237470.0,6.5,85,"['Action', 'Crime', 'Drama', 'Thriller']",2002-12-14,6.373316,118.0,2002
16000000.0,18928871.0,6.7,95,"['Drama', 'Thriller']",2007-01-01,9.717392,100.0,2007
15000000.0,9902115.0,5.0,37,"['Drama', 'Comedy', 'Romance']",2000-03-31,8.074807,94.0,2000
20000000.0,8586376.0,4.7,146,['Comedy'],2002-10-01,7.034752,94.0,2002
24000000.0,52313200.5,6.7,127,"['Comedy', 'Drama', 'History', 'Romance']",2002-05-17,7.250379,97.0,2002
24000000.0,52313200.5,4.7,3,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1998-02-01,0.116873,98.0,1998
24000000.0,52313200.5,5.5,44,"['Drama', 'Family']",2006-05-05,7.712206,91.0,2006
15000000.0,34533783.0,7.4,1388,"['Comedy', 'Drama', 'Crime']",2008-02-08,25.329493,107.0,2008
15.0,52313200.5,5.6,26,['Comedy'],2013-05-09,5.112809,95.0,2013
15000000.0,8762890.0,5.6,156,"['Comedy', 'Music']",2008-08-20,13.832376,102.0,2008
15000000.0,6405245.0,5.0,100,['Comedy'],2009-08-21,7.446069,89.0,2009
15000000.0,8138788.0,6.0,243,['Drama'],2012-09-23,13.568302,106.0,2012
15000000.0,35097815.0,6.8,350,"['Comedy', 'Romance']",2009-06-19,21.857387,92.0,2009
15000000.0,5217498.0,4.7,15,['Thriller'],2000-07-19,0.249245,105.0,2000
15000000.0,12036149.0,7.0,177,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']",2005-11-17,12.163832,121.0,2005
24000000.0,52313200.5,6.0,90,"['Comedy', 'Drama', 'History']",1999-09-16,8.962245,120.0,1999
15000000.0,15785148.0,7.2,886,"['Action', 'Comedy', 'Crime', 'Mystery']",2005-09-05,32.690038,103.0,2005
25000000.0,4152230.0,6.1,182,[],1999-04-30,8.583217,92.0,1999
15000000.0,20117339.0,7.6,1477,"['Thriller', 'Drama', 'Mystery']",2001-05-16,31.60985,147.0,2001
24000000.0,52313200.5,5.4,87,"['Drama', 'Fantasy', 'Horror', 'Romance']",2007-01-26,12.295216,98.0,2007
22000000.0,52313200.5,5.8,251,"['Comedy', 'Drama', 'Romance']",2010-05-23,12.4654,98.0,2010
15000000.0,9455232.0,6.8,737,"['Drama', 'Romance', 'Science Fiction']",2010-09-15,30.983397,104.0,2010
15000000.0,5926410.0,6.5,195,"['Thriller', 'Crime', 'Mystery']",2008-01-18,11.428903,111.0,2008
15000000.0,52313200.5,4.8,27,"['Adventure', 'Drama']",1986-01-17,5.484679,98.0,1986
24000000.0,52313200.5,6.5,12,"['Comedy', 'Drama']",1999-10-22,5.770246,111.0,1999
15000000.0,7938872.0,6.3,545,"['Horror', 'Thriller', 'Crime']",2007-10-20,15.175289,112.0,2007
24000000.0,52313200.5,5.5,31,"['Drama', 'Thriller', 'Science Fiction']",2015-09-11,2.414721,100.0,2015
24000000.0,52313200.5,6.6,23,['Drama'],1999-11-24,0.470645,116.0,1999
92620000.0,650422.0,8.0,657,"['Drama', 'Science Fiction']",1927-01-10,32.351527,153.0,1927
12000000.0,9584131.0,6.5,565,"['Action', 'Thriller', 'Science Fiction']",2004-11-09,17.493735,84.0,2004
8000000.0,529766.0,6.7,85,"['Drama', 'Crime']",1995-12-01,6.932221,116.0,1995
15000000.0,632542.0,6.6,157,"['Action', 'Drama', 'History']",2015-08-27,8.142166,105.0,2015
15000000.0,52313200.5,6.5,93,"['Drama', 'Comedy', 'War', 'Crime', 'Thriller']",2001-09-08,6.329672,98.0,2001
24000000.0,52313200.5,7.4,100,"['Thriller', 'Drama', 'Mystery']",2003-06-25,7.744166,105.0,2003
8500000.0,8936663.0,6.0,152,"['Adventure', 'Action', 'Thriller']",2008-12-04,9.029489,98.0,2008
12000000.0,6814789.0,5.9,386,"['Adventure', 'Action', 'Drama']",2010-02-15,22.708647,97.0,2010
15000000.0,76382.0,5.0,22,"['Drama', 'Action', 'Thriller']",1996-06-26,2.609057,93.0,1996
15000000.0,3533227.0,6.0,290,"['Mystery', 'Drama', 'Crime', 'Thriller', 'Horror']",2008-08-07,19.913961,98.0,2008
15000000.0,52313200.5,5.2,5,['Drama'],2011-09-16,1.897761,107.0,2011
15000000.0,52313200.5,4.8,92,"['Drama', 'Thriller', 'Crime']",2011-11-04,7.701186,90.0,2011
15000000.0,23000.0,6.1,7,"['Action', 'Comedy', 'Drama', 'History']",2001-10-14,1.833058,99.0,2001
15000000.0,20380.0,5.7,41,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Music']",2007-01-25,12.185204,93.0,2007
24000000.0,52313200.5,5.6,31,"['Drama', 'Fantasy']",2008-07-04,2.500218,141.0,2008
20000000.0,27187375.0,5.8,72,"['Animation', 'Adventure', 'Family']",2013-07-18,6.459787,85.0,2013
7000000.0,52313200.5,5.6,670,"['Thriller', 'Science Fiction']",2014-10-09,49.808505,110.0,2014
24000000.0,52313200.5,4.8,36,"['Action', 'Adventure', 'Fantasy']",2005-01-01,4.901936,105.0,2005
15000000.0,52313200.5,7.3,12,['Drama'],2015-12-03,0.738646,104.0,2015
15000000.0,52313200.5,6.7,65,"['Drama', 'Action', 'Thriller', 'Crime']",2009-03-22,5.294319,119.0,2009
24000000.0,52313200.5,4.5,2,"['Drama', 'Foreign']",2001-06-29,0.165367,124.0,2001
14600000.0,70906973.0,7.4,2301,"['Romance', 'Fantasy', 'Drama', 'Comedy']",1993-02-11,52.744331,101.0,1993
14800000.0,122513057.0,6.3,706,"['Comedy', 'Drama', 'Music']",2015-07-01,29.660993,115.0,2015
14500000.0,147298761.0,6.7,1374,"['Drama', 'Romance']",1996-10-31,41.493042,120.0,1996
10000000.0,17511906.0,7.2,196,"['Drama', 'War']",2010-09-16,10.072199,111.0,2010
14200000.0,674918.0,6.9,78,['Drama'],2005-05-16,7.05145,139.0,2005
15000000.0,377910544.0,7.6,2827,"['Drama', 'Romance']",2008-05-12,59.258969,120.0,2008
14000000.0,320145693.0,6.6,291,"['Drama', 'Romance', 'Thriller']",1987-09-11,16.742972,119.0,1987
14000000.0,463000000.0,7.0,1746,"['Romance', 'Comedy']",1990-03-23,45.473484,119.0,1990
24000000.0,239606210.0,5.5,303,"['Adventure', 'Comedy']",1988-05-19,15.474831,110.0,1988
24000000.0,52313200.5,5.0,10,"['Thriller', 'Mystery', 'Drama', 'Crime']",2015-03-15,4.289676,101.0,2015
14000000.0,161001698.0,6.7,395,"['Drama', 'War']",1989-12-20,25.949277,145.0,1989
14000000.0,154864401.0,6.8,491,['Comedy'],1993-09-30,22.409117,104.0,1993
15000000.0,100734718.0,5.3,299,"['Mystery', 'Horror']",2009-01-16,13.706357,101.0,2009
13000000.0,75511123.0,6.1,88,"['Drama', 'Music']",2007-05-16,6.92205,114.0,2007
14000000.0,185438673.0,6.6,507,"['Adventure', 'Action', 'Thriller']",1977-07-07,27.17347,125.0,1977
14000000.0,72527595.0,5.6,290,"['Horror', 'Thriller']",1998-09-25,12.159009,99.0,1998
24000000.0,52313200.5,6.2,45,"['Comedy', 'Drama', 'Romance']",2012-02-23,4.448494,111.0,2012
14000000.0,34793160.0,6.5,135,"['Action', 'Adventure', 'Drama', 'Family']",1991-01-18,13.13724,107.0,1991
24000000.0,52313200.5,5.1,83,"['Comedy', 'Family']",1999-10-08,4.04701,81.0,1999
13000000.0,114956699.0,6.2,527,"['History', 'Drama']",2011-12-30,23.3784,105.0,2011
24000000.0,52313200.5,6.4,22,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",2002-10-04,1.446172,82.0,2002
14000000.0,27515786.0,6.9,47,"['Drama', 'Romance']",1993-07-23,3.650857,109.0,1993
14000000.0,25482931.0,5.8,48,[],2002-03-08,5.102258,95.0,2002
14000000.0,19800000.0,4.5,111,"['Comedy', 'Horror', 'Romance']",1995-10-27,6.772615,100.0,1995
14000000.0,30749142.0,4.5,133,"['Horror', 'Thriller', 'Fantasy']",1977-06-17,11.543363,118.0,1977
24000000.0,52313200.5,5.3,142,"['Horror', 'Thriller']",2005-05-05,7.436315,83.0,2005
14000000.0,52313200.5,4.4,180,"['Comedy', 'Romance']",2003-08-21,14.813614,83.0,2003
14000000.0,22852638.0,6.2,351,"['Thriller', 'Mystery', 'Adventure']",2009-06-08,20.792603,98.0,2009
14000000.0,21409028.0,5.7,39,['Comedy'],2010-03-12,6.733485,103.0,2010
24000000.0,52313200.5,5.6,49,['Comedy'],1998-08-21,7.708227,96.0,1998
12000000.0,21001563.0,5.8,32,"['Comedy', 'Drama', 'War']",1999-03-25,2.238646,117.0,1999
24000000.0,52313200.5,5.5,124,"['Horror', 'Thriller']",1996-10-25,7.866961,92.0,1996
24000000.0,52313200.5,6.1,67,"['Drama', 'Music', 'Romance']",1977-06-21,3.876242,155.0,1977
24000000.0,52313200.5,6.7,31,[],1994-05-13,1.89218,115.0,1994
11000000.0,13196245.0,5.0,55,"['Comedy', 'Romance']",2007-03-16,4.536745,104.0,2007
11000000.0,16951798.0,4.5,291,"['Horror', 'Science Fiction']",2001-07-24,11.220643,91.0,2001
24000000.0,52313200.5,6.4,119,"['History', 'Drama']",2006-09-05,11.706309,120.0,2006
14000000.0,10424470.0,5.3,73,"['Comedy', 'Romance']",2001-02-02,4.66723,86.0,2001
14000000.0,11417362.0,5.5,134,['Comedy'],2012-10-25,7.487843,87.0,2012
14000000.0,19777647.0,7.4,283,['Drama'],2007-05-22,13.65494,112.0,2007
26000000.0,14821658.0,6.9,240,"['Romance', 'Drama']",2006-10-06,11.942862,136.0,2006
14000000.0,5108820.0,5.5,68,[],2000-04-21,5.833687,90.0,2000
14000000.0,52313200.5,6.2,21,"['Drama', 'Romance']",1999-01-29,6.370267,107.0,1999
24000000.0,4291965.0,6.4,25,"['Action', 'Drama', 'Thriller']",2006-10-27,4.052219,101.0,2006
24000000.0,52313200.5,4.4,49,"['Horror', 'Mystery', 'Thriller']",2001-09-06,3.231848,104.0,2001
14000000.0,2474000.0,5.2,10,"['Drama', 'Romance']",1995-03-31,0.900442,139.0,1995
24000000.0,52313200.5,6.3,108,[],2008-01-01,8.387573,93.0,2008
24000000.0,52313200.5,5.8,1,"['Action', 'Adventure', 'Drama', 'Romance']",1978-11-02,0.633004,127.0,1978
24000000.0,5405500.0,6.3,204,"['History', 'Drama']",2014-10-31,9.242554,150.0,2014
24000000.0,52313200.5,5.8,22,"['Drama', 'Romance']",2009-05-20,1.866443,104.0,2009
24000000.0,52313200.5,7.1,75,"['Drama', 'History']",2002-02-13,5.930533,132.0,2002
12000000.0,52313200.5,6.7,57,"['History', 'Action']",2010-09-01,4.930129,117.0,2010
24000000.0,52313200.5,6.3,55,"['Comedy', 'Drama', 'History']",2008-09-26,8.747922,113.0,2008
14000000.0,46495.0,6.1,86,['Drama'],2011-09-30,4.898424,149.0,2011
108.0,52313200.5,4.0,97,"['Comedy', 'Horror']",2009-10-27,7.410523,90.0,2009
14000000.0,1755212.0,7.4,418,[],2010-08-06,24.210698,89.0,2010
14000000.0,178043761.0,7.5,1480,"['Drama', 'Romance']",2005-09-02,44.135568,134.0,2005
12000000.0,52313200.5,6.9,803,"['Comedy', 'Drama', 'Romance']",1995-07-19,16.051328,97.0,1995
13500000.0,29027914.0,6.9,144,"['Drama', 'Romance']",2002-09-01,9.982885,107.0,2002
14000000.0,12314651.0,5.0,354,['Comedy'],2015-02-20,16.618874,93.0,2015
13500000.0,7060876.0,6.8,128,['Drama'],2000-11-22,7.261196,124.0,2000
15000000.0,19422261.0,6.7,1206,"['Comedy', 'Crime']",2012-09-07,32.306455,110.0,2012
24000000.0,52313200.5,6.0,27,"['Drama', 'Mystery', 'Thriller']",2001-01-19,4.722403,105.0,2001
18339750.0,92180910.0,7.7,1037,"['Drama', 'History', 'War']",2004-09-08,32.445895,156.0,2004
12806000.0,38535221.0,7.2,219,['Drama'],2004-09-03,17.363739,125.0,2004
13300000.0,5380251.0,6.0,1102,"['Thriller', 'Science Fiction', 'Drama']",2014-03-14,29.782161,108.0,2014
13000000.0,123922370.0,7.1,642,"['Comedy', 'Drama', 'War']",1987-12-23,18.362333,121.0,1987
13400000.0,16700000.0,4.7,7,"['Action', 'Comedy', 'Thriller']",2010-12-29,0.680753,100.0,2010
13000000.0,98441954.0,4.8,154,"['Documentary', 'Music', 'Family']",2011-02-11,6.735922,105.0,2011
